client_id	path	sentence	up_votes	down_votes	age	gender	accent
90cd5b1f2a839122da2b26db9946d8a12ef1526dd27302f71981f4c0bf33a9d7d9cef12783ad8ba945b19663abfeaaec96e65d8a0dd96a46e8f2e7a382261435	0cbf44204122d084df36a3b7c1a39b608439287e2e4a8de88a5f16d48c65d7d5bdf7c1fa8d6b01d1f875fd901cbfae34bcc76198088f6684a695b0644301f481.mp3	Maen rhaid iddi fod yn rhywbeth mae pobl eisiau bod yn rhan ohoni.	1	2	thirties	male	united_kingdom
90cd5b1f2a839122da2b26db9946d8a12ef1526dd27302f71981f4c0bf33a9d7d9cef12783ad8ba945b19663abfeaaec96e65d8a0dd96a46e8f2e7a382261435	05f6939788a6582cd560ab63c5b34b409b005bd2c2597a167de34a88bcb3a47db3cff873f710be705361b898c2231fdde28010baab07edbe6e2d38655cb7a761.mp3	"Beth ydy'r sgôr?"	1	2	thirties	male	united_kingdom
90cd5b1f2a839122da2b26db9946d8a12ef1526dd27302f71981f4c0bf33a9d7d9cef12783ad8ba945b19663abfeaaec96e65d8a0dd96a46e8f2e7a382261435	b7907e64a82bf16637c7c653d91c33128abb25b6b2dde82565233a8fdd4a4f9bd5fecc6fdb7e37bc95749f5b41cb3589628a437fda0cfb2464071f59c151b6b0.mp3	"Beth yw'r enw a rhoddir i fwydydd fel bara, grawnfwydydd a thatws?"	1	2	thirties	male	united_kingdom
0ac62bc69686da9f06384c85c9879c0b4b5c341234fb9fed3bdffcaf8a938267724ee675b473eae73c1bfce31bee4bd1ba6c33ae97ef7045707d7f21f0304afb	4368194399fe7dc47839d1614f42065ce1afe001137baad090f050b8424ab5f3a8a103f82ce8413887d71e2b439a1db0ad0de973b01ac630a35002f03b27ba0a.mp3	y gymdeithas, yno yn fuan, mawr, ganrif, amser, dechrau, cyfarfod	0	2	twenties	male	
0ac62bc69686da9f06384c85c9879c0b4b5c341234fb9fed3bdffcaf8a938267724ee675b473eae73c1bfce31bee4bd1ba6c33ae97ef7045707d7f21f0304afb	9ebdd18a030e008148a431457539598803bb3ae25124259220b0cc16526f00e571734b767b77f485689263873ebbb4a0c39bd78143ec9092f939f2e7fd4575f8.mp3	Ugain litr o betrol di-blwm.	1	2	twenties	male	
0ac62bc69686da9f06384c85c9879c0b4b5c341234fb9fed3bdffcaf8a938267724ee675b473eae73c1bfce31bee4bd1ba6c33ae97ef7045707d7f21f0304afb	35ca0925f76c6d4601dd0741f2065547b14b8995115937b82c3ec6e3708b4a54efb100e164b7e5d0f5932a68eb7ec153acd242a6f454074aab2ccc2ff1a1f939.mp3	Ond mae angen rheoli unrhyw brofion yn effeithiol.	0	2	twenties	male	
c0e213e79bd53b7cf7a68fae9fe90765d94232e13c58c82285541be324c3b7e0fa705a28c50636747ede570918bd8eac863f31c0d18eaf1f0e602151a2291a27	0aec20d816032dcd2572ecf19d977819b537c6c6cb4c73e008824056b41c0bf3952b3276b908e525983fd1f5294d981a055381f1809092ce2b229a178e2045de.mp3	Pum punt pum deg, plîs.	1	2	sixties	male	united_kingdom
c0e213e79bd53b7cf7a68fae9fe90765d94232e13c58c82285541be324c3b7e0fa705a28c50636747ede570918bd8eac863f31c0d18eaf1f0e602151a2291a27	a4c35aba802e27dc9edd02db64bd4fe3f07561f1ae1456db505c76c5cab52eb894733413455fc862c93d4f65a7efa6a1c1c606386fa8f4fe2218f732fad13760.mp3	Dw i wedi dyweddïo.	1	2	sixties	male	united_kingdom
aedfeee6b4bf22028a7ff55843ee4aeee41e60067f3f6aa7d36d3545152f2c53c0df3c9158a835722652c5380d81da53157c8b1c539ebdf712beb80a63fb8b78	36754b99409a8f995f0e4475fd05de37838929bca59e1cde6facf6fc64337212932a9191647cfe517df6022042e41c9e01d5f982e99df1a191572e522b8b6457.mp3	Cafodd ei gorff ei ddarganfod yn ardal Treforys.	0	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	5480c627433b0c28f81456da72e7101b7cd0dcc849fcee5217877b2d2b2111a91cf3e43127d61326fe8058744596fdb741b373bb6df51f91392bc7242e865433.mp3	Sut hwyl?	0	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	9d5ed46e0f58b86893a88a1be42671e5397f12522c3841b5ee6cdaaf7fd37260c5eea6e0b75c1d090f838d0ff6e7ba0176a3e2b0f8d1f32c92ede1d2755ba188.mp3	Pa liw ydy o?	1	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	7170065ac0b3a6005af2217ffe30c11990d25c83be113367c23ddae9b8b6f61ed7710bdf80b0a3068df325bcaf2bee51059dc9b77b70ea2df8123134ab37f330.mp3	Faint o gannoedd, degau ac unedau sydd yn y rhifau isod?	1	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	4632a498607f7e4f08c8616fb38698c10517e7f37335646e8412147e5945b6476a767aae00790854cc57338d8b70b86fd44d2000f4dae31b79505623ad906c46.mp3	dauwynebog, cellraniad, Ruffydd, Llanuwchllyn, dwyffurf, cefngrwm, rhoi, efengyl	0	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	a369fda8627a3a8e775c312f4e18c8dee133a3097d79aa8606ae9856d5da7e0a30b63402bd1b2fdde5f03f032a136a65d43887bde2320000c078f143c18568d2.mp3	"Dw i'n siarad ychydig bach."	1	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	25792aad041f1dcc78a68a94b5e2c8e40b5c359c5bd9b3bf42ac5816edd16e962e1f675f12621c91a8704b60ff4caec497dc67ac27a884a89147172f855bd255.mp3	Ifan Huw Dafydd, Iwan Llwyd, John Pierce Jones	0	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	f642d136d81972002f4d57ff3637c126920bf4a59e03cb1d6ef600132ea09e3a2e9a5dfdd86822fa4c9de136a35385db2abbdb18f9af6dc242dfe3a44a50e3a3.mp3	Beth yw Islam?	0	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	9e195f38c96a8b7ca6896349bea07dc1258142f5b03cc4190a3e440cbbd1c1c74b264ef51fd1ef9e6c807bda34e6a50d0ae1b6d26c4f3d34ec33f534af75f87e.mp3	Roedd amrywiaeth o nwyddau ar gael yn y farchnad.	1	2			
e42aafdbd5eb81cf0048e30f3aa348e2938972faf6d3998235a5b6813e715b68d76a7bf8025901bc8e716152d88672da2ac076712d880747f1fd19e987a22560	b57402d41bad4c67f69362fc48fa528555f004326760cfa22bc2e2b6cf76ffc1d589a12e87422bee3fa44fde0199d2a0091580aa7e04b31aa2428c3d727a97e4.mp3	"i'r dde, ddyletswydd, hi, mae'n hwyr, dros, megis, milltir, adeg"	0	2			
c0e213e79bd53b7cf7a68fae9fe90765d94232e13c58c82285541be324c3b7e0fa705a28c50636747ede570918bd8eac863f31c0d18eaf1f0e602151a2291a27	79ab703e7c469cb2fef0133f2bce2a9a69d12d09a92d75a15aeb75dedb61e9a333981f0552cc4fd7fa171ade87fcdf351ce1a5125c512e4184fcd4a5a0db5f90.mp3	Beth yw bioamrywiaeth a sut mae modd ei fesur?	1	2	sixties	male	united_kingdom
be92a72f3c519631175a97ad374c19c8cca7dba62723c8ca260320a2e216ee1c092c02e931785abb2d2ab046867a2af4c0ece5946c268ecb7cd227ce43712fd1	ce74f4f9dd27b92e14beea2f77b35a78d48746aab5c731c90d547e0814a5f7618fc146c73576523c9b1fba1448762319c1c41079ca52483b0a197db876004702.mp3	Huw Chiswell, Iesu, Ieuan Roberts	0	2			
be92a72f3c519631175a97ad374c19c8cca7dba62723c8ca260320a2e216ee1c092c02e931785abb2d2ab046867a2af4c0ece5946c268ecb7cd227ce43712fd1	ed743499f8ed5818d78474749f02e6947033ad60ed6ed57db8a9cf2d0d6df7a252978c11e9f24f425aa753de17154ef1808cb9bb51c3003d87eb2d6c29fbc202.mp3	Ble ddysgaist ti Gymraeg?	0	2			
fd5cc3f406a2a545c0c49c3463cc3e40222f6ce4f8ec53dc476b915453c30e906f10f2217c15fd7c80adc0d8480e43f397206ac6414b3329259c078fe65d0269	bc4645b0b6992aa5d0f03f7d312464adf5602a38610c19ad9716c193a6a86fbb42eba3fec718a314091d0ae1ca79ee92c3a75d7719acbe8239c3fedda2fe868b.mp3	Deuparth gwaith ei ddechrau.	1	2	thirties	female	united_kingdom
c0e213e79bd53b7cf7a68fae9fe90765d94232e13c58c82285541be324c3b7e0fa705a28c50636747ede570918bd8eac863f31c0d18eaf1f0e602151a2291a27	06ed9b11bcd8d48e9fdcfcad6c69bf974a5a0ead3b96dc1a5ffc8fd43f4725e92713ca074e951843d4d37a44ff813264f55f144b12413a270a6321149824dcc0.mp3	Ond falle mod i newydd ddisgyn i fy nhrap fy hun.	1	2	sixties	male	united_kingdom
517c033796ff56219ed89f3529a9c1ee91daef6eec460c96f2ba91854e9c7787312c787f6a5df559d72afbbc16ef7be8e05d976e82b21cac50af7ac4d4591270	dc535d5427b4c7a8761d5184cabc74f8814961537a2bf8c46a6ba0375f151f3fe15ada9ff88adb35ba75fa13c73e83c1b9f61faeaef9ec14ed6b2126d618a268.mp3	Gymri di baned o de?	1	2	twenties	male	united_kingdom
e809f3558acc6436ea9868ee1f44d1f998e2d86065bb363f3ab241df6dbc483158be08e628bfa0897f7a0f3c6c4da92770ca404bbbea956f95028c867f4e677e	6cfbc0202d49fbafd0e2e336ee5ef7cd3c619052e57e755c442ee1ffb1849c78cf8258bb01a524d636d3245f151673045d007c8f833483a339d794bc67a88ba0.mp3	Prynais i iâr a dwy hwyaden.	1	2			
3ed77a256cae575bfbba30c8b86880fd57fb7b9560bf25a4de52f2898a31431cfad7a19bb1a578261516e970ecc0f59e0fd88fdc9f3e3165fb6c1991ba779a42	dacd769a437ac048b006be9c47f13a76955c9bddd712ba7de23b94c6be7633278c20870bedebf085f40e05367489ceeb873f36d398366292971ff93ab597c9fc.mp3	Beth oedd trychineb Aberfan?	0	2	fifties	male	united_kingdom
3ed77a256cae575bfbba30c8b86880fd57fb7b9560bf25a4de52f2898a31431cfad7a19bb1a578261516e970ecc0f59e0fd88fdc9f3e3165fb6c1991ba779a42	b197e0f1ad32bc2b3e0c3f58016844ff1f84db1e366fb966454bf5ee926577e009c04a0a982a4975a2b1e3d16881cb959de3a2a6fe36cba6da6289e66ff1aa99.mp3	Pwy ddaeth yn ail?	0	2	fifties	male	united_kingdom
b32ca953f84d1e17b7a59de74422c5b17b7ccf41c7e35a3832968095533855f8eca462276ef5f4b23eda2c10275bb8470cd2ab58e6e94846be93362c6167eb62	d09b5b1a73c8d63ef912dbe4970bd39076f9722c31fd509cb38319c646c9adbfc5f55a484fb0f3dfbc37b51f9390842160c2df9d0f464a8ec214323dbb774958.mp3	Fe gafodd hithau ei dangos i blant mewn gwahanol ganolfannau hefyd.	1	2	sixties	male	united_kingdom
75f177bf27468c8ac083235e0d8d045a62a040629d8f85ac993f863d328474e1248da152f956ac38ca48340fa0e558a509d8dcabd5d90b19dbdd6ec56f9a8bf0	0fe5ba1c7a692c37f347c2da2a6bbe5fce934a505d2f0950563250ae3ac4395e7f5f0b0c127154e1a38eff538b2f3f1f6345ad0e7bfa84dab88efb0a98b61b7e.mp3	Mae rhywbeth yn bod ar y wefan yma.	1	2			
d7b59d00eb9d7939e4edd9f85e60e291726813933703e41b98bb208b8bbf66357dd6d969efd696d811c660efbb2826648cacdad6ef66d0bad91c700aa5b0df17	7f6d0fb2fbfd93790e2c4eb2cdaffa14e26f18f7cf531054422f6556de32c07c3c89eba7109419877e8b021460a4c9c107fe8fab100fae7e03dc578800587784.mp3	wyau, Llanddowror, dull, boen, Llwynhendy, Mhowys, Trefdraeth, cadmiwm	1	2			
5de5e20486a2b0998482cb9b35b747b309503a687fb23539f496ab37b6705822103b9a1e7d48316f3e173ea0117d890c35d44c0898935f5b1d397dd9e751493a	f6b573cde9088aa4e02f46df81c166452b76d73c486efac5b66f8b99f8ab1df5971fecc95902cab97c5752077c1a614c4c0c1c7cceff06ed38231e8c095a9444.mp3	gwibdaith, pibgod, uwd, garej, llywydd, hoyw, trowsus, hyll	1	2	twenties	female	united_kingdom
3f93598607121652ea8dfa4afc237fc037098a2a4c1b428add292a72ab21ca1599ee2fe25ca5062f4a8ef32e9efe9cc4d11d1eb3a920b2282bc5dcb640e64ebb	8a8388fe6366b6c9a292c58a8ca33694cfe80a5815a26f5a1b9a507aa3f6f299efb90b28c67c7cbb6ccc3726876a0c838cecfef88abe59dce08df7afacaf9848.mp3	Yn eich barn chi, beth sydd yn mynd i ddigwydd nesaf?	0	2			
3f93598607121652ea8dfa4afc237fc037098a2a4c1b428add292a72ab21ca1599ee2fe25ca5062f4a8ef32e9efe9cc4d11d1eb3a920b2282bc5dcb640e64ebb	983954c93d243330bc3d48a859a58d7f1cc99cb772fbbaec643e853fb128555edf3eed419652d49f3c5a32480c21f5416fbf5f04b149fdc167f0d90317679c5f.mp3	"Dw i'n gynddeiriog."	1	2			
b48c4a444b68fcb31e754840cc0fae2a52f75b86fc46375600c38a7d290a8d0d20c2a6055a0f5767e24ee681ccb0b3e672e22308f0b6488f6cd38f877b9cf734	4dcaaf143a1f271100558d77f0e6f98af49101b5070d8df2a9f5d34f86d085fbd4dec2c5bcb5b45e9dfe5c10427347bb21b6b1f144f301a83181345983569dfc.mp3	Dwi yn meddwl iddyn nhw roi bob siawns iddo fe.	1	2	sixties	male	
277a92f74805d48188072eef84b950eb7aa5b65e661a2996515e17cabde0392b9feaf2c66d038d3b110dc3455dc309fc8e7104fa93a869fe0c9958dd716f43c7	f672461c19971a3eb64d85949c6633409c6b280a32e39aea7d29f6a43481f4e0d258479d08d794694f396f186d8dd57582d2c29a35b2f6c8725b257751aec307.mp3	Deuparth gwaith ei ddechrau.	0	2			
277a92f74805d48188072eef84b950eb7aa5b65e661a2996515e17cabde0392b9feaf2c66d038d3b110dc3455dc309fc8e7104fa93a869fe0c9958dd716f43c7	341894fa9a750db9bd11196341a2fb11711b94f4636b754dc2ced2f4a27886802e9a14cc75991357cea1a6d0c2c7e27e21cbc53b0728a35adbf4a5cd5ffc3806.mp3	"Wyt ti mewn wythnos nesa o gwbl i'w arwyddo fe?"	1	2			
dcb22b36967a3ae6bb46b080ac5a0565b264320fb0c13c4ba9ec33142569132d03065c8ba6d983ad35b24df7fd08954b7bdf55bbcb348d2fef8b78b222350820	6030baeb425622bf2e065ec9e4d5a437bc9fae77d3ec2e59760f74dbc44fa5568c7269e816ea9a9922fd788d54181ea89b5bb6449e37009ebc1a2a433d3a21d9.mp3	Bydd y tywydd yn sych ar adegau, gydag ysbeidiau heulog.	1	2	thirties	male	united_kingdom
dcb22b36967a3ae6bb46b080ac5a0565b264320fb0c13c4ba9ec33142569132d03065c8ba6d983ad35b24df7fd08954b7bdf55bbcb348d2fef8b78b222350820	32ad75e1db8b61d5134d9067be98192dfafe83a28dd0f202771dade4ec066f1a0d38d3fa20da1ff62f1353215cb86159f3918545d372ffea825eaf2723ebfd01.mp3	"prif, rhaid bod, rheini, Sadwrn, sy'n cofio, cyntaf, rhaid cael"	1	2	thirties	male	united_kingdom
dcb22b36967a3ae6bb46b080ac5a0565b264320fb0c13c4ba9ec33142569132d03065c8ba6d983ad35b24df7fd08954b7bdf55bbcb348d2fef8b78b222350820	58cb5c347d686e3ab1770a28bd3d5e6afdd7f163b369daab6e9797ad8a6ff6f435fe163c8dcde97da209bd266ea5c68baa1c18373cb858e14b4616b437822690.mp3	A allwch anfon ffurflen gais imi drwy e-bost os gwelwch yn dda?	1	2	thirties	male	united_kingdom
dcb22b36967a3ae6bb46b080ac5a0565b264320fb0c13c4ba9ec33142569132d03065c8ba6d983ad35b24df7fd08954b7bdf55bbcb348d2fef8b78b222350820	beba438cb8316a29baa7e1871c698956ee9f574bc98fdc1c8da2f3eb96417d6314fa0a9eb4988ada77db85c52fa028a3b2ba31a3fd04935392e3c66b069496f6.mp3	Ceri Wyn Jones, Cymraeg, Dafydd Dafis	0	2	thirties	male	united_kingdom
4685788e4d95a6fe3a5cf39b9cf731741c582acc00bdaf47af7283ffcba360c471c67d6b199a84ba3919cf405818a944dfd3a525b166981410d2fb37f87fd5ce	f44bd583f614ce1c95abe2f0889723ed766a03b0b8725a5977127ba772ecac246db36524b3c144713563bb04a57023b91887694c41c47b4da3db46c6f6eb60d0.mp3	"Pa mor hir mae'n rhaid i anifeiliaid dioddef?"	1	2	fourties	male	united_kingdom
4685788e4d95a6fe3a5cf39b9cf731741c582acc00bdaf47af7283ffcba360c471c67d6b199a84ba3919cf405818a944dfd3a525b166981410d2fb37f87fd5ce	597206d975c202497f733cdb88dac65eb30882835506320330cb8aa2daa8a30a0c01dd742e6cebb0e7b9f5ce7f9acb5636f43deb507e1c252678d7405e36a413.mp3	Ond mae rhai rhwystrau yn eu lle ar y prif ffyrdd rhwng Hwngari ac Awstria.	1	2	fourties	male	united_kingdom
9ff9cd0bbf016d29d16c101493845c966919df045ca1413c3b956640293057551ca754d71ff4b73696745db7332fb4d9f6c746b70148352b248aabe438c42523	cadca42d40ea4f75d32ab8ba00c175759dda64b35a25eb21399b9244c3ebe6bcbbd62e8bdc065ceb5d3029d451c4c40d5ab43216c72baa9ef0aab8f49837f120.mp3	"Mae'r ddannoedd arna i."	0	2	twenties	female	united_kingdom
4685788e4d95a6fe3a5cf39b9cf731741c582acc00bdaf47af7283ffcba360c471c67d6b199a84ba3919cf405818a944dfd3a525b166981410d2fb37f87fd5ce	aed4c76779ecc97910874309f54f0ec39a15e2e9f6b7ee35232683d501cbd20b706d3742796058f71f9b4f1a1e2448f2ed4fca59435c3b34786ee2bfe28e4c2c.mp3	awdur, na, oedd modd, dod, yr hen, gen i, olaf, ddechrau	1	2	fourties	male	united_kingdom
4685788e4d95a6fe3a5cf39b9cf731741c582acc00bdaf47af7283ffcba360c471c67d6b199a84ba3919cf405818a944dfd3a525b166981410d2fb37f87fd5ce	fdd6119d094a234a0c4f449f229847eaf80c70e2b87f28318fa53f4abbfbc716121bb5ed6f56e9d84394c410fcc419adae95b33a0820b7077f5607aa7f796f98.mp3	"Ble mae'r cyfleusterau cyhoeddus agosaf?"	0	2	fourties	male	united_kingdom
57e83899ac36de59b5ae3a06b0b1a8fc4c495cefb3393bf151642726f5ba4282cfa8cb81a110f506a006dc28cf5b59c17b5dfa4ad5c2f046d439032cdb976f76	4257bac239e7d99226444cdaa68ea4e732c9eb77c93529f13733bb6f41191fc5094845d71342fbe877ae04a08527738ced58c9e67d1752d210f45f51469c9207.mp3	"Dw i'n hoffi dy ffrog."	0	2			
9ff9cd0bbf016d29d16c101493845c966919df045ca1413c3b956640293057551ca754d71ff4b73696745db7332fb4d9f6c746b70148352b248aabe438c42523	1a593ec88aa5276c5d3788bfee5a8a55924a61a0dfcabc33f79206bc5a8608f88cb4f56f56dfdf19bf818208265fd44c4ec1e46a068828c127094411d1c70c6c.mp3	Beth ydy'r ffordd orau i Gaerdydd?	1	2	twenties	female	united_kingdom
9ff9cd0bbf016d29d16c101493845c966919df045ca1413c3b956640293057551ca754d71ff4b73696745db7332fb4d9f6c746b70148352b248aabe438c42523	2ef758790f41e94a9a6fb84478bcf229e1ce3399cf14365d91e50c7c45fb415ee1eaa85db5f98f6f4c1cc88110529f7cc477ca781efb4dd5f44d1d0b774b94e1.mp3	Cafodd ffyrdd eu cau ger parc manwerthu yn Llandudno oherwydd difrod i adeiladau siopau.	0	2	twenties	female	united_kingdom
0163913613fcff393c5c82d751911a311477f356f667267dbdacc98328110a7077e2ac69b17bb7f332895166b88d3bc6251b6ea09a8e0ffed396a44cdcebcddf	d6e2c07e9f04b571c444e3ca69bbb1cb4525d12f33bd1d73311f8b9a892d77dcbbef9abad179c0c8065569d48c2b1bf32ab22aaa475268cd0d10d363ee5577c7.mp3	Pam mae'r bws yn hwyr?	1	2	fifties	female	united_kingdom
3749bbfd4d40cf3b85cc69a86f5311c7b5b2f232d6d09e56b8771d5238aa4b0eea576c8ea05e57a9f63792355536501ee01c263580ee93c2766277a222df9fcd	add2cd8cc09215371d22eb00d45e49f008723379bac2c27c2f8cba4bdb0ae7074ebb7df6c852cea620100d83b43d5b4a6d206c5d70bd8de8c237468a6cf92c95.mp3	Ond falle mod i newydd ddisgyn i fy nhrap fy hun.	1	2			
8a8ebefd4cf7c8fe69dcc0070ff8c52ac752a4fbc6aee15aea8ae15891adaf1c6d4f0686e9128bb1ba63aba6e2c001c95241ec6f4da7883af2854beb4829a969	65b07c1edc8507a63953ebafd317abfe4a3da9050d06734fe8683d5c2ffe8bacdc7cacab2e18231c36d09e0ea48ba3f7811b1883b80f7e1ee7668bca8f9c86f2.mp3	Ga i barcio yma?	1	2			
